# param=hireionz z=3.6 tol=0.25 log_space=True source=results/paper_production_20260630_perz_sobolev_z2.6-4.2/sens_maxsize30_value/refit/z3.6/pareto_hireionz.csv
Complexity,Loss,grad_err,value_mse,n_keep,gate_pass,x0_enters
29,0.41875526,0.14868689675172364,3.6902074204534024e-05,48,True,True
28,0.42362955,0.17939886707280728,3.848044341650133e-05,48,True,True
26,0.43249828,0.23347232109674654,3.7681779013858514e-05,48,True,True
24,0.438703,0.23384376703735021,3.7245785275871164e-05,48,True,True
23,0.46009618,0.18068955952410226,3.437863090114511e-05,48,True,True
21,0.5771097,0.18285972984946447,5.0144250124034934e-05,48,True,True
20,0.6604301,0.078220577397622,4.3377911232141516e-05,48,True,True
18,0.71522194,0.26571907354748164,5.923988598382749e-05,48,False,True
16,0.94493157,0.2900867837401921,0.00013585628779981993,48,False,True
15,1.28002,0.344746330848491,0.0003006235856644044,48,False,True
14,1.4055884,0.17443418309467834,0.0003183853183066781,48,True,True
13,1.4626851,0.3381715089745584,0.00034686039433470047,48,False,True
10,3.1954134,0.3131743878947828,0.0007985968672325594,48,False,True
9,3.3153508,0.2860813040059632,0.0008074940327766146,48,False,True
7,3.5198417,0.30630812359485965,0.0007046766347093788,48,False,True
